Trader,Asset Name,Status,Trade Type,Payout,Investment,Trader Profit,Trading Strike,Close Strike,Trading Time,Close Time
trader C,EUR/USD,Closed,Call,1.95,1000,-1000,1.21264,1.21254,2021-02-11 18:04:43.740,2021-02-11 18:05:13.740
trader C,EUR/AUD,Closed,Put,1.85,1000,850,1.55794,1.55727,2021-04-22 12:17:01.610,2021-04-22 12:30:00.000
trader C,AUD/USD,Closed,Call,1.9,1000,-1000,0.69336,0.69326,2020-06-09 07:29:00.540,2020-06-09 07:32:00.540
trader C,AUD/JPY,Sold,Put,1.9,1000,-396.332,75.813,75.824,2020-06-08 14:45:03.750,2020-06-08 14:46:47.717
trader C,EUR/JPY,Closed,Call,1.85,1700,1445,120.901,120.906,2019-11-04 19:19:59.880,2019-11-04 19:24:59.880
trader C,EUR/JPY,Closed,Put,1.85,1700,-1700,120.466,120.472,2019-11-12 05:39:59.010,2019-11-12 05:44:59.010
trader C,NZD/JPY,Closed,Call,1.85,5000,-5000,64.308,64.196,2020-05-06 00:15:09.660,2020-05-06 00:20:00.000
trader C,CAD/JPY,Closed,Call,1.85,5000,4250,76.612,76.646,2020-05-12 13:54:52.100,2020-05-12 14:00:00.000
trader C,CHF/JPY,Closed,Call,1.85,10500,8925,117.274,117.275,2021-02-23 04:27:59.800,2021-02-23 04:30:00.000
trader C,AUD/JPY,Closed,Call,1.85,1000,-1000,75.449,75.439,2020-11-09 04:44:21.440,2020-11-09 04:50:00.000
trader C,USD/CHF,Closed,Put,1.85,1000,-1000,0.97097,0.97121,2020-05-13 16:10:40.470,2020-05-13 16:15:00.000
trader C,USD/CAD,Closed,Call,1.85,1000,850,1.23974,1.23977,2021-04-27 05:45:00.920,2021-04-27 05:50:00.000
trader C,EUR/USD,Closed,Put,1.9,1000,900,1.13691,1.13664,2020-06-10 08:54:01.290,2020-06-10 08:57:01.290
trader C,USD/JPY,Closed,Call,1.85,1000,-1000,108.918,108.911,2019-11-26 08:30:01.990,2019-11-26 08:35:01.990
trader C,AUD/JPY,Closed,Call,1.9,1000,900,74.638,74.652,2020-06-09 07:45:02.490,2020-06-09 07:45:02.490
trader C,AUD/USD,Closed,Put,1.9,1000,900,0.69896,0.69878,2020-06-10 08:06:13.970,2020-06-10 08:09:13.970
trader C,AUD/NZD,Closed,Call,1.85,3000,2550,1.06666,1.06679,2020-05-07 10:04:53.370,2020-05-07 10:10:00.000
trader C,AUD/USD,Closed,Put,1.9,1000,900,0.77562,0.7755,2021-03-16 04:35:01.750,2021-03-16 04:36:01.750
trader A,BITCOIN,Closed,Put,2.05,4492,-4492,37730.3,37749.6,2021-06-18 01:13:32.950,2021-06-18 01:16:32.950
trader C,NZD/JPY,Sold,Put,1.88,1500,-490.307,69.512,69.516,2019-11-06 11:35:01.160,2019-11-06 11:35:12.147
trader C,EUR/JPY,Closed,Put,1.85,5000,4250,117.252,117.206,2020-05-19 01:55:08.960,2020-05-19 02:00:00.000
trader C,GBP/JPY,Closed,Call,1.9,1000,900,134.164,134.191,2020-07-17 14:38:00.420,2020-07-17 14:41:00.420
trader C,AUD/USD,Closed,Put,1.95,1500,1425,0.68396,0.68393,2019-12-11 12:20:02.680,2019-12-11 12:21:02.680
trader C,NZD/USD,Closed,Call,1.85,1000,850,0.60937,0.60976,2020-04-14 08:54:51.790,2020-04-14 09:00:00.000
trader C,USD/JPY,Closed,Put,1.85,5000,4250,107.6,107.595,2020-04-27 00:22:16.420,2020-04-27 00:25:00.000
trader C,USD/JPY,Sold,Put,1.85,4000,-1355.92,106.944,106.948,2020-05-14 01:21:09.450,2020-05-14 01:22:53.483
trader C,CAD/JPY,Closed,Put,1.85,3000,2550,75.674,75.645,2020-05-07 09:36:40.800,2020-05-07 09:40:00.000
trader C,NZD/USD,Closed,Call,1.85,6000,5100,0.71668,0.71684,2021-03-08 06:04:53.140,2021-03-08 06:10:00.000
trader C,NZD/USD,Closed,Call,1.85,5000,-5000,0.61374,0.6137,2020-05-11 05:19:51.450,2020-05-11 05:19:51.450
trader C,AUD/USD,Closed,Call,1.85,1000,-1000,0.75926,0.75923,2021-03-31 23:03:34.970,2021-03-31 23:08:34.970
trader A,BITCOIN,Closed,Put,2.05,1934,2030.7,36379.2,36369,2021-06-18 17:48:40.560,2021-06-18 17:51:40.560
trader C,USD/JPY,Closed,Put,1.88,1000,880,107.836,107.835,2019-09-27 06:55:44.990,2019-09-27 07:00:00.000
trader C,EUR/JPY,Closed,Put,1.95,1000,-1000,120.118,120.124,2020-01-29 07:02:21.420,2020-01-29 07:03:21.420
trader C,EUR/AUD,Closed,Put,1.85,1000,850,1.62705,1.62704,2020-11-30 15:35:00.130,2020-11-30 15:40:00.000
trader C,CAD/JPY,Closed,Put,1.85,1000,-1000,80.709,80.717,2020-12-02 06:31:02.140,2020-12-02 06:35:00.000
trader C,EUR/USD,Closed,Put,1.9,3000,2700,1.08793,1.0877,2020-04-16 05:00:00.960,2020-04-16 05:01:00.960
trader C,AUD/USD,Closed,Call,1.9,1000,-1000,0.64209,0.64185,2020-05-15 14:53:00.000,2020-05-15 14:54:00.000
trader C,EUR/JPY,Closed,Call,1.85,5010,4258.5,117.02,117.087,2020-05-22 14:57:40.600,2020-05-22 15:05:00.000
trader C,USD/JPY,Closed,Call,1.85,3600,-3600,108.992,108.967,2019-11-06 06:40:01.840,2019-11-06 06:45:01.840
trader C,USD/CAD,Closed,Call,1.85,5010,-5010,1.40026,1.39958,2020-05-22 18:00:54.220,2020-05-22 18:10:00.000
trader C,EUR/JPY,Closed,Call,1.85,3500,-3500,120.769,120.756,2019-11-06 15:39:59.900,2019-11-06 15:44:59.900
trader C,USD/JPY,Closed,Put,1.9,1000,900,108.698,108.693,2021-04-15 23:57:59.710,2021-04-15 23:58:59.710
trader C,EUR/JPY,Closed,Call,1.9,1000,-1000,121.934,121.913,2020-06-10 07:19:02.180,2020-06-10 07:22:02.180
trader C,USD/JPY,Closed,Put,1.85,2000,-2000,106.957,106.967,2020-05-11 04:02:59.200,2020-05-11 04:07:59.200
trader C,GBP/USD,Sold,Call,1.85,1000,42.5315,1.36702,1.36712,2021-01-15 06:31:00.860,2021-01-15 06:38:42.303
trader C,AUD/USD,Closed,Call,1.9,1000,900,0.64032,0.64033,2020-05-15 15:48:01.410,2020-05-15 15:49:01.410
trader C,GBP/JPY,Closed,Put,1.88,1000,880,132.969,132.936,2019-09-11 12:23:01.670,2019-09-11 12:25:00.000
trader C,CAD/JPY,Closed,Call,1.88,1000,880,82.51,82.519,2019-10-17 12:15:06.320,2019-10-17 12:20:00.000
trader C,USD/JPY,Sold,Call,1.85,1000,-285.993,108.989,108.972,2021-03-17 18:30:01.110,2021-03-17 18:30:21.650
trader C,USD/JPY,Closed,Put,1.85,2000,1700,106.39,106.374,2020-05-08 03:10:01.310,2020-05-08 03:15:01.310
trader C,GBP/USD,Closed,Put,1.85,1000,850,1.27441,1.27421,2020-06-10 03:40:43.030,2020-06-10 03:45:00.000
trader C,USD/JPY,Closed,Call,1.9,1000,-1000,107.072,107.065,2020-07-22 13:10:01.400,2020-07-22 13:13:01.400
trader C,GBP/JPY,Closed,Call,1.9,1000,-1000,134.807,134.805,2020-07-16 18:44:58.350,2020-07-16 18:47:58.350
trader C,AUD/NZD,Sold,Put,1.88,1000,-848.217,1.07275,1.07282,2019-09-13 02:55:54.590,2019-09-13 03:03:37.360
trader C,EUR/JPY,Closed,Call,1.95,1000,950,120.914,120.915,2019-10-29 18:58:58.940,2019-10-29 18:59:58.940
trader C,NZD/JPY,Closed,Call,1.9,1000,-1000,65.377,65.365,2020-04-07 14:08:59.240,2020-04-07 14:09:59.240
trader C,USD/JPY,Closed,Put,2.3,3000,3900,108.846,108.836,2021-03-23 00:54:33.050,2021-03-23 00:55:03.050
trader C,AUD/JPY,Closed,Call,1.85,1000,-1000,75.966,75.919,2020-11-18 13:23:01.740,2020-11-18 13:30:00.000
trader C,EUR/USD,Closed,Put,1.95,1000,950,1.10784,1.10778,2019-09-16 07:35:08.630,2019-09-16 07:36:08.630
trader C,EUR/JPY,Closed,Call,1.88,2000,1760,119.313,119.369,2019-10-15 09:10:01.120,2019-10-15 09:15:00.000
trader C,AUD/JPY,Closed,Call,1.88,5000,4400,72.069,72.126,2019-10-02 07:22:35.810,2019-10-02 07:35:00.000
trader C,GBP/JPY,Closed,Call,1.85,1000,-1000,133.076,133.075,2020-04-27 13:15:03.580,2020-04-27 13:20:00.000
trader C,CAD/JPY,Closed,Call,1.85,10500,8925,83.673,83.682,2021-02-19 18:50:30.720,2021-02-19 18:55:00.000
trader C,GOLD,Closed,Call,1.85,1000,-1000,1706.43,1706.09,2020-06-09 11:50:44.540,2020-06-09 11:55:00.000
trader C,USD/JPY,Closed,Put,1.85,1000,-1000,106.903,106.941,2020-05-11 03:57:01.010,2020-05-11 04:02:01.010
trader C,AUD/USD,Closed,Put,1.88,1000,-1000,0.6827,0.6827,2019-10-17 10:10:21.210,2019-10-17 10:15:00.000
trader C,USD/JPY,Closed,Put,1.85,1000,-1000,108.861,108.884,2021-03-25 00:55:04.080,2021-03-25 01:00:04.080
trader C,GOLD,Closed,Put,1.88,1000,880,1494.81,1494.77,2019-10-23 08:45:01.540,2019-10-23 08:45:01.540
trader C,USD/JPY,Closed,Call,1.85,1000,850,107.283,107.286,2020-05-15 03:12:01.060,2020-05-15 03:17:01.060
trader C,EUR/AUD,Sold,Put,1.85,1000,-691.401,1.5513,1.55141,2021-04-19 16:38:01.760,2021-04-19 16:38:48.670
trader C,EUR/USD,Closed,Put,1.9,1000,900,1.08448,1.08436,2020-04-27 08:06:45.130,2020-04-27 08:07:45.130
trader C,USD/JPY,Closed,Put,1.9,8000,-8000,107.801,107.805,2020-05-20 03:41:14.500,2020-05-20 03:41:14.500
trader C,AUD/JPY,Closed,Put,1.85,2000,1700,83.825,83.814,2021-04-07 11:30:00.610,2021-04-07 11:35:00.000
trader C,GBP/JPY,Closed,Put,1.9,1000,-1000,131.529,131.592,2020-05-20 16:31:58.760,2020-05-20 16:34:58.760
trader C,USD/CHF,Closed,Put,1.85,1000,-1000,0.97237,0.9726,2020-05-15 14:52:27.600,2020-05-15 15:00:00.000
trader C,USD/JPY,Closed,Call,1.85,4000,3400,107.416,107.421,2020-05-12 03:05:13.470,2020-05-12 03:10:13.470
trader C,GBP/JPY,Closed,Call,1.85,5000,4250,130.678,130.698,2020-05-15 06:40:05.000,2020-05-15 06:45:00.000
trader C,GBP/USD,Sold,Put,1.89,1000,-290.902,1.22337,1.22343,2019-10-10 06:55:28.020,2019-10-10 06:55:38.377
trader C,USD/JPY,Closed,Put,2.3,10000,13000,106.854,106.838,2021-03-02 00:54:36.220,2021-03-02 00:55:06.220
trader C,EUR/JPY,Closed,Put,1.85,1500,1275,120.644,120.615,2019-10-31 15:50:01.730,2019-10-31 15:55:01.730
trader C,AUD/USD,Closed,Call,1.85,1000,-1000,0.77424,0.77405,2021-04-15 15:29:35.500,2021-04-15 15:35:00.000
trader C,EUR/GBP,Closed,Put,1.88,1000,880,0.89166,0.89136,2019-10-07 06:00:15.430,2019-10-07 06:05:00.000
trader C,EUR/GBP,Closed,Put,1.85,10050,-10050,0.87493,0.87498,2020-04-24 12:15:59.050,2020-04-24 12:20:00.000
trader C,AUD/USD,Closed,Call,1.9,1000,-1000,0.7034,0.70308,2020-06-09 00:29:03.790,2020-06-09 00:32:03.790
trader C,USD/JPY,Closed,Call,1.9,1000,900,107.183,107.192,2020-05-13 04:14:03.350,2020-05-13 04:17:03.350
trader C,EUR/JPY,Closed,Call,1.9,1000,-1000,119.81,119.763,2020-05-29 15:22:01.490,2020-05-29 15:22:01.490
trader B,AUD/JPY,Closed,Put,1.85,37000,31450,83.63,83.612,2021-06-22 23:39:59.710,2021-06-22 23:44:59.710
trader C,USD/CAD,Closed,Put,1.88,1000,-1000,1.29732,1.29781,2020-01-06 12:00:02.520,2020-01-06 12:05:00.000
trader C,EUR/USD,Closed,Put,1.85,1700,1445,1.10348,1.10338,2019-11-12 04:49:59.780,2019-11-12 04:54:59.780
trader C,USD/CHF,Sold,Put,1.85,1000,-768.774,0.91888,0.91916,2020-11-11 14:50:00.500,2020-11-11 14:54:04.657
trader C,AUD/NZD,Closed,Call,1.85,1000,-1000,1.05121,1.05113,2020-11-26 10:36:41.310,2020-11-26 10:45:00.000
trader C,USD/JPY,Closed,Put,1.9,2000,1800,106.386,106.376,2020-05-08 03:09:02.810,2020-05-08 03:12:02.810
trader C,NZD/JPY,Closed,Call,1.85,1000,850,73.362,73.369,2020-12-01 06:54:59.250,2020-12-01 07:00:00.000
trader C,USD/CHF,Closed,Call,1.85,1000,850,0.90942,0.90965,2020-11-18 16:10:40.900,2020-11-18 16:15:00.000
trader C,EUR/USD,Closed,Put,1.9,1000,900,1.08263,1.08253,2020-04-27 17:14:19.130,2020-04-27 17:15:19.130
trader C,USD/JPY,Closed,Call,1.85,8000,6800,107.722,107.741,2020-05-20 03:10:10.200,2020-05-20 03:15:10.200
trader C,USD/JPY,Closed,Put,1.85,2000,-2000,109.139,109.151,2021-03-17 09:00:34.900,2021-03-17 09:05:00.000
trader C,GBP/JPY,Closed,Call,1.9,2000,-2000,135.726,135.712,2020-07-20 17:19:25.950,2020-07-20 17:22:25.950
trader C,USD/JPY,Closed,Call,1.85,1000,850,109.79,109.87,2021-04-07 13:30:00.910,2021-04-07 13:35:00.000
trader C,GBP/JPY,Closed,Call,1.95,1000,-1000,133.716,133.715,2019-09-24 02:51:06.990,2019-09-24 02:52:06.990
trader C,EUR/USD,Closed,Call,1.88,6000,-6000,1.09692,1.09678,2019-10-07 07:30:05.710,2019-10-07 07:35:00.000
trader C,USD/JPY,Closed,Put,1.88,1000,880,108.566,108.563,2019-10-17 17:20:11.070,2019-10-17 17:25:00.000
trader C,EUR/USD,Closed,Call,1.9,1000,-1000,1.20535,1.20525,2021-04-20 14:30:00.810,2021-04-20 14:31:00.810
trader C,AUD/JPY,Closed,Put,1.85,1000,850,68.845,68.827,2020-05-01 11:10:08.490,2020-05-01 11:15:00.000
trader C,NZD/JPY,Closed,Call,1.9,1200,-1200,77.937,77.931,2021-04-16 04:39:02.850,2021-04-16 04:40:02.850
trader C,EUR/USD,Closed,Call,1.88,1000,-1000,1.10097,1.10085,2019-11-27 05:50:00.340,2019-11-27 05:55:00.000
trader C,AUD/USD,Closed,Call,1.85,1000,850,0.77496,0.77518,2021-04-15 23:00:22.380,2021-04-15 23:05:22.380
trader C,USD/JPY,Closed,Call,1.85,2000,-2000,107.906,107.875,2020-05-20 01:02:09.930,2020-05-20 01:07:09.930
trader C,USD/JPY,Closed,Put,1.85,8100,-8100,109.017,109.017,2019-11-06 10:39:59.130,2019-11-06 10:44:59.130
trader C,EUR/JPY,Closed,Put,1.88,1500,-1500,119.985,120.01,2019-11-25 05:45:14.970,2019-11-25 05:50:00.000
trader C,EUR/USD,Closed,Put,1.85,3000,-3000,1.1336,1.13384,2020-06-09 13:45:36.970,2020-06-09 13:50:00.000
trader C,CAD/JPY,Closed,Put,1.85,10000,8500,76.268,76.258,2020-04-23 05:15:03.270,2020-04-23 05:20:00.000
trader C,NZD/JPY,Closed,Put,1.9,1000,900,75.425,75.419,2021-02-12 14:28:15.500,2021-02-12 14:29:15.500
trader C,USD/JPY,Closed,Call,1.85,1000,-1000,107.234,107.198,2020-05-15 03:34:01.850,2020-05-15 03:39:01.850
trader C,NZD/JPY,Closed,Call,1.88,1000,-1000,69.526,69.512,2019-11-06 11:29:59.570,2019-11-06 11:35:00.000
trader C,AUD/USD,Closed,Put,1.9,1000,900,0.64675,0.64664,2020-05-15 07:27:00.620,2020-05-15 07:28:00.620
trader C,EUR/JPY,Closed,Put,1.85,5000,4250,115.584,115.51,2020-05-14 08:31:17.890,2020-05-14 08:35:00.000
trader C,USD/CHF,Closed,Call,1.85,1000,850,0.9231,0.92318,2021-04-14 23:11:21.980,2021-04-14 23:20:00.000
trader A,BITCOIN,Closed,Call,2.05,5234,5495.7,32834.1,32843.8,2021-06-21 07:26:58.900,2021-06-21 07:29:58.900
trader C,AUD/USD,Closed,Put,1.88,1000,880,0.68014,0.68004,2019-10-17 08:40:04.220,2019-10-17 08:45:00.000
trader C,GBP/JPY,Closed,Put,1.9,1000,-1000,137.531,137.538,2020-06-09 02:53:59.130,2020-06-09 02:56:59.130
trader C,NZD/JPY,Closed,Call,1.9,10000,-10000,64.306,64.303,2020-04-28 02:23:00.440,2020-04-28 02:24:00.440
trader C,AUD/JPY,Closed,Put,1.85,20000,17000,68.416,68.356,2020-04-17 10:40:00.190,2020-04-17 10:45:00.000
trader C,USD/JPY,Closed,Put,1.88,2000,-2000,106.709,106.742,2019-10-04 11:00:52.400,2019-10-04 11:05:00.000
trader C,EUR/JPY,Closed,Put,1.85,1700,-1700,120.529,120.539,2019-11-12 06:15:00.540,2019-11-12 06:15:00.540
trader C,EUR/AUD,Closed,Call,1.85,1000,-1000,1.61688,1.61607,2020-11-24 15:59:57.490,2020-11-24 16:05:00.000
trader C,GBP/JPY,Closed,Call,1.9,1000,900,134.253,134.281,2020-07-17 13:06:01.440,2020-07-17 13:09:01.440
trader C,AUD/JPY,Closed,Put,1.85,1000,-1000,68.299,68.303,2020-05-04 06:50:32.740,2020-05-04 06:55:00.000
trader C,GBP/USD,Closed,Put,1.85,5010,-5010,1.23349,1.23662,2020-05-07 05:57:28.510,2020-05-07 06:10:00.000
trader C,USD/JPY,Closed,Call,1.9,8000,-8000,107.822,107.821,2020-05-20 01:36:09.510,2020-05-20 01:39:09.510
trader C,AUD/USD,Closed,Put,1.85,3000,2550,0.6455,0.64522,2020-05-05 05:05:07.080,2020-05-05 05:10:00.000
trader C,USD/CHF,Closed,Put,1.85,10050,8542.5,0.97149,0.97137,2020-04-21 08:01:30.410,2020-04-21 08:05:00.000
trader C,GOLD,Closed,Put,1.85,5000,4250,1743.55,1741.65,2020-05-15 12:44:58.790,2020-05-15 12:50:00.000
trader C,EUR/GBP,Closed,Put,1.85,15000,12750,0.87308,0.87281,2020-04-30 06:59:48.190,2020-04-30 07:05:00.000
trader C,EUR/USD,Closed,Call,1.85,1000,850,1.21581,1.21618,2021-02-25 01:07:50.210,2021-02-25 01:15:00.000
trader C,GBP/JPY,Closed,Put,1.88,2000,1760,140.302,140.227,2019-10-18 08:35:14.210,2019-10-18 08:40:00.000
trader C,GBP/JPY,Closed,Put,1.85,10000,8500,132.61,132.594,2020-04-21 10:50:32.670,2020-04-21 10:55:00.000
trader C,USD/JPY,Closed,Put,1.9,2000,-2000,106.92,106.937,2020-05-14 01:14:03.830,2020-05-14 01:17:03.830
trader C,USD/JPY,Closed,Call,1.9,1000,900,109.199,109.212,2021-03-26 00:15:59.590,2021-03-26 00:18:59.590
trader C,NZD/JPY,Closed,Call,1.9,1000,-1000,64.874,64.866,2020-04-27 17:37:43.640,2020-04-27 17:38:43.640
trader C,AUD/JPY,Closed,Put,1.9,20000,-20000,67.945,68.191,2020-04-22 02:09:01.580,2020-04-22 02:10:01.580
trader C,EUR/JPY,Closed,Call,1.85,1000,-1000,116.359,116.35,2020-04-27 02:26:50.550,2020-04-27 02:30:00.000
trader C,USD/JPY,Closed,Put,1.88,1000,-1000,108.573,108.577,2019-10-18 06:20:07.250,2019-10-18 06:25:00.000
trader C,EUR/GBP,Closed,Call,1.88,1000,880,0.88704,0.88729,2019-09-26 14:35:01.140,2019-09-26 14:40:00.000
trader C,GBP/USD,Closed,Call,1.88,20000,-20000,1.1521,1.15107,2020-03-23 11:22:00.230,2020-03-23 11:35:00.000
trader C,EUR/JPY,Closed,Call,1.88,21000,18480,117.954,117.998,2020-03-20 10:45:51.840,2020-03-20 10:50:00.000
trader C,NZD/JPY,Closed,Call,1.95,1000,-1000,71.087,71.087,2019-12-10 17:55:01.180,2019-12-10 17:56:01.180
trader C,AUD/USD,Closed,Call,1.85,1000,850,0.77584,0.77602,2021-03-18 23:01:05.520,2021-03-18 23:01:05.520
trader C,EUR/USD,Closed,Call,1.85,3500,2975,1.10646,1.10647,2019-11-07 01:50:00.060,2019-11-07 01:55:00.060
trader A,BITCOIN,Closed,Call,2.05,4578,4806.9,37583.6,37651.5,2021-06-18 01:36:53.380,2021-06-18 01:39:53.380
trader C,EUR/USD,Sold,Call,1.9,2000,-1215.38,1.09491,1.09471,2020-04-13 07:46:01.260,2020-04-13 07:46:44.600
trader C,EUR/USD,Sold,Put,1.85,1000,32.3904,1.17636,1.17626,2020-11-11 12:53:59.900,2020-11-11 12:54:48.360
trader C,EUR/JPY,Sold,Put,1.9,1000,-390.904,128.331,128.338,2021-03-24 08:09:19.440,2021-03-24 08:10:31.273
trader C,EUR/JPY,Sold,Call,1.85,10000,4659.188,116.271,116.293,2020-04-27 03:11:30.370,2020-04-27 03:13:00.653
trader C,EUR/JPY,Closed,Call,1.88,1000,-1000,120.911,120.899,2019-10-29 13:24:59.860,2019-10-29 13:30:00.000
trader C,EUR/USD,Closed,Put,1.85,1500,-1500,1.11054,1.11054,2019-10-25 05:35:07.520,2019-10-25 05:40:07.520
trader C,GBP/AUD,Sold,Put,1.85,6000,-2196.46,1.79977,1.79983,2021-03-09 11:14:53.050,2021-03-09 11:18:59.417
trader C,EUR/GBP,Closed,Put,1.85,10050,-10050,0.8739,0.87407,2020-04-21 08:20:59.700,2020-04-21 08:25:00.000
trader C,USD/JPY,Closed,Call,1.9,1000,900,106.154,106.155,2020-05-07 04:05:09.180,2020-05-07 04:08:09.180
trader C,GBP/JPY,Closed,Call,1.9,1000,-1000,133.416,133.354,2020-04-21 02:41:08.970,2020-04-21 02:42:08.970
trader C,USD/JPY,Closed,Put,1.88,1000,880,108.717,108.708,2019-11-04 23:45:22.440,2019-11-04 23:50:00.000
trader C,USD/JPY,Closed,Put,1.95,1000,-1000,108.117,108.124,2019-09-13 19:26:54.010,2019-09-13 19:27:54.010
trader C,EUR/USD,Sold,Put,1.85,1000,-387.024,1.0981,1.09815,2020-05-20 17:25:10.450,2020-05-20 17:27:38.210
trader C,USD/JPY,Closed,Put,1.85,5000,4250,106.336,106.331,2020-05-06 03:25:00.190,2020-05-06 03:30:00.000
trader C,GBP/JPY,Closed,Call,1.85,5000,4250,133.82,133.888,2020-04-21 00:20:03.290,2020-04-21 00:25:00.000
trader C,GBP/JPY,Sold,Call,1.85,1000,-768.425,149.743,149.725,2021-04-26 08:43:22.730,2021-04-26 08:43:48.420
trader C,EUR/AUD,Closed,Put,1.85,1000,850,1.56495,1.56485,2021-04-13 12:01:35.820,2021-04-13 12:10:00.000
trader C,EUR/USD,Closed,Put,1.85,1000,850,1.08358,1.08344,2020-04-21 03:40:00.620,2020-04-21 03:45:00.000
trader C,GBP/JPY,Sold,Put,1.88,1000,324.674,135.289,135.234,2019-09-19 17:05:19.140,2019-09-19 17:07:32.880
trader C,AUD/USD,Closed,Put,1.85,1500,-1500,0.69046,0.69065,2019-10-31 00:10:00.460,2019-10-31 00:10:00.460
trader C,USD/JPY,Closed,Call,1.95,1000,950,108.578,108.579,2019-12-06 12:02:00.580,2019-12-06 12:03:00.580
trader C,EUR/JPY,Closed,Call,1.85,1700,-1700,120.332,120.328,2019-11-11 18:04:59.330,2019-11-11 18:09:59.330
trader C,EUR/JPY,Closed,Put,1.95,1000,-1000,118.04,118.045,2019-09-24 16:00:02.220,2019-09-24 16:01:02.220
trader C,NZD/JPY,Closed,Put,1.85,1000,-1000,73.803,73.805,2020-12-02 05:15:00.730,2020-12-02 05:20:00.000
trader C,GBP/JPY,Closed,Put,1.88,1000,-1000,140.234,140.316,2019-11-05 07:24:59.080,2019-11-05 07:30:00.000
trader C,EUR/USD,Closed,Put,1.85,1500,1275,1.11144,1.11127,2019-10-30 06:35:02.450,2019-10-30 06:40:02.450
trader C,EUR/JPY,Closed,Call,1.9,1000,-1000,125.731,125.707,2020-09-04 06:30:59.940,2020-09-04 06:33:59.940
trader C,USD/CHF,Closed,Put,1.85,40000,-40000,0.97357,0.97424,2020-04-27 11:05:04.970,2020-04-27 11:10:00.000
trader B,EUR/JPY,Closed,Put,1.85,37000,-37000,130.462,130.554,2021-06-21 07:30:00.420,2021-06-21 07:35:00.420
trader C,EUR/JPY,Sold,Put,1.9,1000,-511.575,124.942,124.95,2020-08-05 07:36:57.340,2020-08-05 07:38:54.670
trader C,GBP/JPY,Closed,Put,1.85,1700,1445,140.083,140.044,2019-11-04 23:35:02.650,2019-11-04 23:40:02.650
trader C,EUR/USD,Closed,Put,1.88,1000,-1000,1.09434,1.09456,2019-09-30 07:00:37.090,2019-09-30 07:05:00.000
trader C,USD/JPY,Closed,Call,1.88,2000,-2000,108.629,108.626,2019-10-16 00:40:07.920,2019-10-16 00:45:00.000
trader C,USD/JPY,Sold,Put,1.9,1000,-731.452,110.471,110.485,2021-03-31 00:31:17.360,2021-03-31 00:32:07.217
trader C,EUR/JPY,Closed,Put,1.85,5000,-5000,116.006,116.012,2020-04-24 02:44:17.980,2020-04-24 02:50:00.000
trader C,EUR/JPY,Closed,Call,1.9,1000,-1000,124.042,124.038,2020-07-22 17:46:02.180,2020-07-22 17:49:02.180
trader C,NZD/JPY,Closed,Put,1.9,1000,900,64.912,64.911,2020-04-27 16:48:37.580,2020-04-27 16:49:37.580
trader C,GOLD,Closed,Put,1.85,1000,850,1874.73,1874.55,2020-11-23 06:08:59.480,2020-11-23 06:15:00.000
trader C,USD/JPY,Closed,Put,1.95,1000,950,110.993,110.992,2020-03-24 12:17:01.350,2020-03-24 12:18:01.350
trader C,GBP/JPY,Closed,Put,1.9,1000,-1000,137.721,137.721,2020-06-08 17:44:59.780,2020-06-08 17:45:59.780
trader C,USD/JPY,Closed,Call,1.85,1000,-1000,109.845,109.804,2021-03-30 00:00:26.280,2021-03-30 00:05:26.280
trader C,USD/JPY,Closed,Put,1.95,1000,950,108.878,108.872,2021-03-22 00:52:45.350,2021-03-22 00:53:15.350
trader C,GBP/JPY,Closed,Put,1.95,2000,-2000,135.154,135.178,2019-09-17 14:41:59.780,2019-09-17 14:42:59.780
trader C,USD/JPY,Closed,Put,1.9,16000,-16000,107.802,107.805,2020-05-20 03:41:17.410,2020-05-20 03:44:17.410
trader C,EUR/USD,Closed,Put,1.88,1000,880,1.11023,1.1102,2019-10-28 11:10:20.520,2019-10-28 11:15:00.000
trader C,USD/JPY,Closed,Call,1.85,5000,-5000,107.59,107.586,2020-04-23 08:05:02.820,2020-04-23 08:10:00.000
trader C,USD/JPY,Closed,Put,2.3,10000,13000,106.79,106.786,2021-03-03 00:54:34.080,2021-03-03 00:55:04.080
trader C,AUD/USD,Closed,Put,1.9,1000,-1000,0.75925,0.75945,2021-03-31 23:12:16.260,2021-03-31 23:15:16.260
trader C,EUR/JPY,Closed,Put,1.85,3300,2805,120.925,120.924,2019-11-04 06:24:59.100,2019-11-04 06:29:59.100
trader C,USD/JPY,Closed,Call,1.9,2000,-2000,107.893,107.889,2020-05-20 01:01:10.350,2020-05-20 01:04:10.350
trader C,CAD/JPY,Closed,Put,1.88,2000,1760,81.959,81.955,2019-10-15 13:40:01.060,2019-10-15 13:45:00.000
trader C,USD/JPY,Closed,Call,1.85,1500,1275,108.836,108.848,2019-10-30 04:09:59.960,2019-10-30 04:14:59.960
trader C,USD/JPY,Closed,Call,1.85,3300,2805,108.768,108.789,2019-10-30 23:15:00.380,2019-10-30 23:20:00.380
trader C,AUD/NZD,Closed,Call,1.85,1000,-1000,1.06078,1.06029,2020-11-11 02:20:05.930,2020-11-11 02:25:00.000
trader C,AUD/USD,Closed,Put,1.85,2000,1700,0.7137,0.7135,2020-10-23 07:40:00.400,2020-10-23 07:45:00.000
trader C,GBP/USD,Closed,Put,1.88,20000,17600,1.2333,1.23123,2020-03-16 11:59:58.240,2020-03-16 12:05:00.000
